n;CORIS_Year;Text_genre;Text_genre_specific;Type;Cxn;Lemma_Base;Orthography;Syllables;SyllLength;MorphCat;Pos;Function;SemClass;ScalePoint_Base;Approximation_Output;Approximation_Output2;Occurrence
mezzo_136;MONITOR2001_04;NARRAT;NARRAT;mezzo rincoglionito ;mezzo;rincoglionito;debonded;rin-co-glio-ni-to;5;conv_Vpart;participle_adj;predicative_secundary;body;mimimum_standard;Attenuation;Attenuation;                               annunci del Carlino l ' inserzione di un ' agenzia stampa che cerca collaboratori per un lavoro redazionale . Ancora < mezzo rincoglionito > prendo su la cornetta e chiamo , mi presento , chiedo cosa cercano . La voce femminile dall ' altra parte dice che mi verrà                           
mezzo_297;MONITOR2017_20;NARRAT;NARRAT;mezzo rincoglionito ;mezzo;rincoglionito;debonded;rin-co-glio-ni-to;5;conv_Vpart;participle_adj;predicative_secundary;body;mimimum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                             perchà© , difficoltà  oggettive a_parte , chiunque sia l ' assassino o à¨ morto o sta rinchiuso in qualche casa di riposo < mezzo rincoglionito > . - Che ne sai ? L ' erba tinta non muore mai . Capace che invece à¨ ancora vivo e lucido , e oramai à¨ perfino convinto di averla                     
mezzo_67;MONITOR2008_10;PRACC;PRACC;mezzo risolto ;mezzo;risolto;debonded;ri-sol-to;3;conv_Vpart;participle_adj;predicative;relational;maximum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                  . In generale , il cinema si presta male all ' aneddoto . E Â« l ' azione drammatica Â» à¨ un errore . Il dramma che si svolge à¨ già  < mezzo risolto > e rotola già¹ dalla china salvifica della crisi . La vera tragedia à¨ sospesa . Minaccia ogni volto . àˆ nella tenda della                              
mezzo_75;MONITOR2001_04;STAMPA;STAMPA;mezzo romano ;mezzo;romano;debonded;ro-ma-no;3;suff_N;adjective;attributive/appositive;social;non-scalar;Attenuation;Attenuation_Extension;                          il verde Alfonso Pecoraro Scanio , posa davanti_a un gruppo di fotografi , avendo come sfondo un tricolore . In uno slang < mezzo romano > e mezzo salernitano , l ' onorevole sorride : A noi ' a bandiera italiana c ' à¨ piace , mica come a Bossi ... Un ' altra foto per                    
mezzo_150;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo rosicchiare ;mezzo;rosicchiato;debonded;ro-sic-chia-to;4;conv_Vpart;participle_adj;attributive/appositive;relational;mimimum_standard;Attenuation;Attenuation_Extension;                 pane , di meloni , di pezzi d ' aragosta , di patate lesse , e di ali di pollo , il tutto mescolato con cenere di tabacco , o ossi < mezzo rosicchiati > . Non ho mai capito come i poveri possano essere onesti o saggi , miseri e disperati come sono . Guardando quelle                                    
mezzo_17;MONITOR2014_16;NARRAT;NARRAT;mezzo rompere ;mezzo;rotto;debonded;rot-to;2;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Attenuation;Attenuation_Extension;                             di aver visto gente ballare . E l ' orologiaio seduto in_mezzo_alla piazza , con la testa ciondoloni come un burattino < mezzo rotto > , batte il tempo con la mano . Il bracconiere à¨ indeciso se scendere a vedere quella diavoleria , ma in quel momento sente                           
mezzo_54;MONITOR2017_20;STAMPA;STAMPA;mezzo rompere ;mezzo;rotto;debonded;rot-to;2;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Attenuation;Attenuation_Extension;"                    a me il tuo passaporto / non ti serve se sei morto , / lascia dignità  e rispetto / per entrare in questo ghetto . / Nel furgone < mezzo rotto > / viaggi con altri diciotto , / a raccoglier pomodoro nel tuo lager di lavoro "" ) : "" àˆ dedicata a tutti i ragazzi sfruttati                         "
mezzo_77;MONITOR2017_20;PRACC;PRACC;mezzo rotta ;mezzo;rotto;debonded;rot-to;2;conv_Vpart;adjective;attributive/appositive;relational;maximum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                                 di aver visto la fotografia di un gatto sottoposto a un esperimento di laboratorio in una centrifuga , con le ossa < mezze rotte > , il pelo mezzo strappato , gli occhi che guardavano indifesi la macchina fotografica - questo à¨ lo sguardo dell ' Altro                             
mezzo_162;MONITOR2001_04;NARRAT;NARRAT;mezzo rotto ;mezzo;rotto;debonded;rot-to;2;conv_Vpart;adjective;attributive/appositive;relational;maximum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                          Eh si , perchà© sono proprio quel tale che sembra sonnecchiare dietro lo sportello dell ' ufficio postale , sulle sue biro < mezze rotte > e mezze mangiate , che , come dite sempre , à¨ lungo come la fame , in ogni cosa . Ma adesso lungo per voi dormire , rilassarvi ,                     
mezzo_175;MONITOR2005_07;NARRAT;NARRAT;mezzo rompere ;mezzo;rotto;debonded;rot-to;2;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                                     dieci anni da quando quattro poliziotti avevano fermato Ron mentre armeggiava a torso nudo con una falciatrice < mezza rotta > e l ' avevano arrestato per omicidio . 14 I Landrith erano nella contea di Pontotoc da tre generazioni . Tom era andato                              
mezzo_216;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo rompere ;mezzo;rotto;debonded;rot-to;2;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Attenuation;Attenuation_Extension;                       . Polvere sui ricordi . Polvere nei cervelli . Nei cuori non polvere , nebbia . La luce filtrava , poca , da una finestrella < mezza rotta > . Quant ' era che non veniva in soffitta . Aprà¬ la cassa . Un grido soffocà² . Erano mischiati ai suoi giochi da bambina .                            
mezzo_70;CORIS1980_2000;NARRAT;NARRATTrRacconti;mezzo rovesciare ;mezzo;rovesciato;debonded;ro-ve-scia-to;4;conv_Vpart;participle_adj;attributive/appositive;spatial;non-scalar;Mitigation/Downtoner;Mitigation/Downtoner;                         , dentro quella casa che era stata abitata fino_a pochi giorni prima ? Decine di paia d ' occhi si posarono sul camioncino < mezzo rovesciato > . Un poco oltre , mosche ronzavano , in tutta tranquillità  , non lontano_da un corpo mezzo coperto da un telo . I piedi si                           
mezzo_11;CORIS1980_2000;STAMPA;STAMPASupplementi;mezzo rovinare ;mezzo;rovinato;debonded;ro-vi-na-to;4;conv_Vpart;participle_adj;predicative;relational;maximum_standard;Attenuation;Attenuation_Extension;"                          punto di uccidere un connazionale che sta per violentarla . Poi c ' à¨ Joseph Fenzling , che va matto per i temporali ed à¨ < mezzo rovinato > da un bombardamento ; ma nonostante tutto riscopre la gioia di stare insieme_alla moglie Jutta . Un mondo di sconfitti                               "
mezzo_157;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo rovinato ;mezzo;rovinato;debonded;ro-vi-na-to;4;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                 te , ansima la donna . E ' cosà¬_che la pensi , no ? Per te io sono soltanto un rifiuto . Un mostro . Ho preso una giovane vita già  < mezzo rovinata > e l ' ho trattata come una merda . Be ' , guardami , guarda come sono andate le cose . Tu sei diventata ricca e io sono finita                       
mezzo_279;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo rovinare ;mezzo;rovinato;debonded;ro-vi-na-to;4;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                          che fosse rimasta solo la fattoria e un villino . Gli abitanti erano sempre gli stessi : un vecchio ufficiale in pensione < mezzo rovinato > , e sua figlia . Parlava ... Parlava ... Io ascoltavo con attenzione e intuivo , pur senza rendermene conto , che si                                 
mezzo_104;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo russare ;mezzo;russato;debonded;rus-sa-to;3;conv_Vpart;participle_adj;attributive/appositive;perception;non-scalar;Attenuation;Attenuation;                             e usciva nella scena del soggiorno , mi sono fermato nel corridoio . Attraverso un ' altra porta si sentiva un respiro < mezzo russato > da giovane ghiro , Nina o Jeff - Giuseppe immersi nella profondità  serena del loro sonno da prigionieri non -                                        
mezzo_183;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo salato ;mezzo;salato;debonded;sa-la-to;3;conv_Vpart;participle_adj;predicative;perception;mimimum_standard;Attenuation;Attenuation;                    una fetta di dolce , la inghiotto a spezzoni . Gli altri ordinano caffà¨ , io faccio segno di sà¬ e azzanno un ' altra cosa che à¨ < mezza salata > , mastico fitto e prendo un bicchiere d ' acqua che trovo sul banco . Nessuno bada alla mia disperazione alimentare , sono                           
mezzo_12;MONITOR2017_20;STAMPA;STAMPA;mezzo salvare ;mezzo;salvato;debonded;sal-va-re;3;;participle_adj;;;maximum_standard;Proximative;Proximative;                                , quello dell ' Alan Kurdi , per cui si profila un nuovo ( ennesimo ) braccio di ferro : Â« Governo tedesco avvisato < mezzo salvato > , ong avvisata mezza salvata : se entrano in acque italiane prenderemo possesso di quella imbarcazione . Stiamo                                      
mezzo_28;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo salvare ;mezzo;salvato;debonded;sal-va-re;3;;participle_adj;;;maximum_standard;Proximative;Proximative;"                        Robert se ne accorse . Â« Coraggio , signore e signori , mettetevi i paraocchi . Infilate la testa nel sacco . Uomo avvisato < mezzo salvato > . Faccio da solo , ti ho detto ! Â» Be ' , forse non c ' à¨ davvero nessuna bellezza nella verità  ; in verità  forse siamo tutti dei                    "
mezzo_31;MONITOR2005_07;STAMPA;STAMPA;mezzo salvare ;mezzo;salvato;debonded;sal-va-re;3;;participle_adj;;;maximum_standard;Proximative;Proximative;                            dietro_a certe brillanti idee , molti amministratori avrebbero di che preoccuparsi Â» . Per il momento , uomo avvisato , < mezzo salvato > . gschiavi@rcs.it * * * * * * Vieira si fa ancora male Ecco il miglior Stankovic * * * * * * 6 JULIO CESAR Beffato dal                               
mezzo_266;MONITOR2017_20;STAMPA;STAMPA;mezzo salvare ;mezzo;salvato;debonded;sal-va-re;3;;participle_adj;;;maximum_standard;Proximative;Proximative;                        Kurdi , per cui si profila un nuovo ( ennesimo ) braccio di ferro : Â« Governo tedesco avvisato mezzo salvato , ong avvisata < mezza salvata > : se entrano in acque italiane prenderemo possesso di quella imbarcazione . Stiamo giocando a rubamazzo ? Â» . E nell '                               
mezzo_174;CORIS1980_2000;MISC;MISCVolumi;mezzo sardo ;mezzo;sardo;debonded;sar-do;2;simple;adjective;predicative_subj;social;non-scalar;Proximative;Proximative;"                               . Non sono "" infernali "" , ma neppure iscrivibili in un qualche girone paradisiaco . Indro Montanelli , che si sente < mezzo sardo > , per anni d ' infanzia trascorsi nell ' isola ( e va a cena da Graziano Mesina ) , sostiene comunque che "" di tutte le regioni                      "
mezzo_98;MONITOR2008_10;NARRAT;NARRAT;mezzo sbiadito ;mezzo;sbiadito;debonded;sbia-di-to;3;conv_Vpart;participle_adj;attributive/appositive;perception;mimimum_standard;Attenuation;Attenuation;                        sentii dire a Willie mille volte . A quanto pareva non si trattava di un caso facile . Nel suo ufficio aveva una fotografia < mezzo sbiadita > della famiglia Pacheco : padre , madre , nonna , tre bambini piccoli e un neonato in braccio , vestiti con gli abiti della                           
mezzo_27;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo sbilanciato ;mezzo;sbilanciato;debonded;sbi-lan-cia-to;4;conv_Vpart;participle_adj;predicative_secundary;spatial;mimimum_standard;Attenuation;Attenuation;                        , del suo collo sotto le mie dita . E durato davvero un secondo , e subito dopo lei si à¨ staccata e mi ha guardato , ancora < mezza sbilanciata > e con le labbra dischiuse . Ha detto Fatti vivo . Chiamami . Ma non ho il tuo numero , le ho detto io , pieno di spavento all '                      
mezzo_74;MONITOR2001_04;STAMPA;STAMPA;mezzo sbottonare ;mezzo;sbottonato;debonded;sbot-to-na-to;4;conv_Vpart;participle_adj;attributive/appositive;relational;mimimum_standard;Attenuation;Attenuation_Extension;                             , insieme_a un collega . La divisa va indossata con un certo decoro , non possiamo certo andare in giro con la camicia < mezza sbottonata > . Qualche segreto per resistere alle temperature africane di questi giorni ? Nessun segreto , l ' unico pensiero                                     
mezzo_227;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo sbottonato ;mezzo;sbottonato;debonded;sbot-to-na-to;4;conv_Vpart;participle_adj;attributive/appositive;relational;mimimum_standard;Attenuation;Attenuation_Extension;                            ' oggetto delle nostre congetture era di_fronte_a noi , con un ' aria scarmigliata e attraente nella sua camicia Oxford < mezza sbottonata > , e i capelli grigi tutti in piedi per il sonno . Â« Buongiorno , Nathan . Â» Â« Buongiorno , Celia . Ciao Lizzie ! Â» Â« Ciao , Nathan                   
mezzo_97;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo sbrindellare ;mezzo;sbrindellato;debonded;sbrin-del-la-to;4;conv_Vpart;participle_adj;attributive/appositive;relational;mimimum_standard;Attenuation;Attenuation_Extension;                            ai piccoli occhiali tondi di mio padre , lasciati come al solito sciattamente sul tavolo , accanto_ad una pila di libri < mezzo sbrindellati > , posti alla rinfusa e che percià² certamente sarebbero stati ritrovati a fatica . Altri aggrappati al lampadario ,                                   
mezzo_50;MONITOR2011_13;NARRAT;NARRAT;mezzo sbronza ;mezzo;sbronzo;debonded;sbron-zo;2;simple;adjective;predicative_obj;body;mimimum_standard;Mitigation/Downtoner;Mitigation/Downtoner;"                        . Un giorno poco prima_di Natale Nina tornà² a casa àƒÂ¢ "" "" a quel punto Gemma aveva otto mesi àƒÂ¢ "" "" e trovà² l ' altra madre < mezza sbronza > che se la spassava con uno , e la sua bambina che scottava di febbre e stava talmente male da non riuscire nemmeno a                                 "
mezzo_186;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo sbronzo ;mezzo;sbronzo;debonded;sbron-zo;2;simple;adjective;predicative_secundary;body;mimimum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                      , diceva ' nu detto antico . O diceva il contrario ? Oddio , sà¬ : diceva proprio il contrario ... Chiuso nel carro della 21 e < mezzo sbronzo > , al contrario , Chiodo combatteva una battaglia molto concreta : quella per vincer la fame che già  alle 5 del pomeriggio                            
mezzo_201;MONITOR2014_16;NARRAT;NARRAT;mezzo sbucciato ;mezzo;sbucciato;debonded;sbuc-cia-to;3;conv_Vpart;participle_adj;attributive/appositive;relational;mimimum_standard;Attenuation;Attenuation_Extension;                             a metà  : un pennello da barba insaponato , partite a carte abbandonate sul pià¹ bello , catini pieni d ' acqua , frutti < mezzi sbucciati > , una tazza di tà¨ ancora da bere . Sul leggio del pianoforte si apriva di solito uno spartito alla penultima pagina , e una                          
mezzo_241;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo scalastrate ;mezzo;scalastrato;debonded;sca-la-stra-to;4;conv_Vpart;participle_adj;attributive/appositive;relational;mimimum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                         una fessura nella roccia si era riempita di terra portata dal vento o dalla pioggia . Ed erano rimasti le baracche , ormai < mezzo scalastrate > , e mucchi di pietra già  squadrata o appena sbozzata che non aveva trovato un compratore . La teleferica a gravità  che                               
semi_177;CORIS1980_2000;NARRAT;NARRATRacconti;semiscappate ;semi;scappato;bonded;scap-pa-to;3;conv_Vpart;participle_adj;attributive/appositive;spatial;non-scalar;Similarity;Similarity;                          buttati addosso in very street - wear . Il suo chihuahua se n ' à¨ andato con le gemelline tedesche , le biondine seminude < semiscappate > da Monaco per vivere un ' eccitante vacanza abbracciate a pelosi latini infuocati . Kim e Annie . Bionde gemelle                                     
mezzo_165;MONITOR2008_10;NARRAT;NARRAT;mezzo scardinato ;mezzo;scardinato;debonded;scar-di-na-to;4;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                               tra le braccia il figlio sotto lo sguardo del pastore Coggins , impietrito e con la bocca penzoloni come un cancello < mezzo scardinato > . Subito alle spalle di Rusty c ' era sua moglie . Rusty s ' inginocchià² tra Alden e Lester e cercà² di staccare le mani con cui                      
mezzo_58;MONITOR2017_20;NARRAT;NARRAT;mezzo scassato ;mezzo;scassato;debonded;scas-sa-to;3;conv_Vpart;participle_adj;attributive/appositive;relational;mimimum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                             il tempo . Scrivevate tutti i giorni : il mondo poteva restare fuori . Vi bastava una macchina da scrivere portatile , < mezza scassata > . Ma tutta quella felicità  non faceva bene ai tuoi nervi fragili , che non potevano contenerla e finivano con l '                                    
mezzo_280;MONITOR2014_16;NARRAT;NARRAT;mezzo scassato ;mezzo;scassato;debonded;scas-sa-to;3;conv_Vpart;participle_adj;attributive/appositive;relational;mimimum_standard;Attenuation;Attenuation_Extension;                               , inaridire le fonti del sapere che questi bambini rappresentano , sarebbe peccato mortale . Stanno seduti ai banchi < mezzi scassati > ma pochi hanno penne o matite per scrivere . Recitano se stessi in bella copia : cià² che dovrebbero essere , se tutto                                
mezzo_125;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo scemo ;mezzo;scemo;debonded;sce-mo;2;;adjective;;;mimimum_standard;Attenuation;Attenuation;                       . Ben presto , sarebbero stati occupati con i clienti . Io mi misi in tasca due fette di pane . Mi dissero che Trudy era una < mezza scema > , ma non faceva male a nessuno . Mi avrebbe mostrato lei dove avrei dormito . Sulla soglia , dissi : Â« Potrei riavere                                
mezzo_189;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo scemare ;mezzo;scemo;debonded;sce-mo;2;simple;adjective;attributive/appositive;spirit;mimimum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                            di servizio , parlavamo dei clienti , delle loro pretese , delle loro prodez - ze , del comportamento di qualche gianni < mezzo scemo > quando era ubriaco , degli scherzi che ci facevamo a vicenda , della minestra che mangiavamo , di come stavamo con una                               
mezzo_284;CORIS1980_2000;MISC;MISCVolumi;mezzo scemo ;mezzo;scemo;debonded;sce-mo;2;simple;adjective;attributive/appositive;spirit;mimimum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                                 una ragazza equivale a insultarla . I porci che vengono in questo locale non vogliono vedere insultare una puttana < mezza scema > ... Tutti si possono permettere di insultare una puttana , ma la gente vuole vedere una verginella pura e dolce che viene                            
semi_11;MONITOR2001_04;STAMPA;STAMPA;semi - scenico ;semi;scenico;hyphened;sce-ni-co;3;suff_N;adjective;attributive/appositive;pertainyms;non-scalar;Attenuation;Attenuation_Extension;                          tenore spagnolo tornerà  a calcare le scene nel gala del 29 maggio dedicato alle donne di Puccini . Il concerto , in forma < semi - scenica > , affiderà  a 7 cantanti - Anna Caterina Antonacci , Maria Luigia Borsi , Antonia Cifrone , Daria Masiero , Elisabetta                                
mezzo_224;MONITOR2001_04;NARRAT;NARRAT;mezzo schiccherare ;mezzo;schiccherato;debonded;schic-che-ra-to;4;conv_Vpart;participle_adj;attributive/appositive;material;mimimum_standard;Mitigation/Downtoner;Mitigation/Downtoner;"         . "" "" Mayr . Guardi , ha toppato di nuovo . Non ' Maier ' nà© ' Mayer ' : ' Mayr ' . Ma - y - r . "" Il portiere alzà² gli occhi dalla pagina < mezzo schiccherata > e cercà² invano aiuto da Marco , che , due passi pià¹ indietro , attendeva pazientemente . Infine si arrese con un sospiro .                           "
semi_41;MONITOR2005_07;NARRAT;NARRAT;semisciolto ;semi;sciolto;bonded;sciol-to;2;conv_Vpart;participle_adj;attributive/appositive;material;maximum_standard;Attenuation;Attenuation_Extension;                           a esaminare la scena , Pulaski aveva allontanato tutti i colleghi . Poteva essere stato un topo . O un pezzo di ghiaccio < semisciolto > che cadeva . Poi sentà¬ uno scatto . Qualcosa di simile al ticchettio di un orologio . Avanti , si disse . Poteva trattarsi                           
mezzo_163;MONITOR2017_20;NARRAT;NARRAT;mezzo sciolto ;mezzo;sciolto;debonded;sciol-to;2;conv_Vpart;participle_adj;attributive/appositive;material;maximum_standard;Attenuation;Attenuation_Extension;                           di scuola sono allineati sulle mensole , la scrivania à¨ sgombra , eccetto per la telecamera , e un piatto pieno di burro < mezzo sciolto > . Lo prendo , e torno in cucina . Â« Cos ' à¨ questa roba ? Di nuovo le sculture di burro ? Â» Papà  ha i gomiti sul tavolo e le mani                    
semi_125;MONITOR2017_20;STAMPA;STAMPA;semisconosciute ;semi;sconosciuto;bonded;sco-no-sciu-to;4;pref_A;adjective;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                               . Gente come il tesoriere Giulio Centemero , i commercialisti bergamaschi Alberto Di Rubba e Andrea Manzoni , alcune < semisconosciute > imprese lombarde che ultimamente hanno fatto grandi affari con la Lega salviniana . Tutto questo mentre i conti                                      
semi_151;CORIS1980_2000;MISC;MISCRiviste;semisconosciuta ;semi;sconosciuto;bonded;sco-no-sciu-to;4;pref_A;adjective;attributive/appositive;relational;maximum_standard;Proximative;Proximative;"                                      attraverso gli stessi canali telematici della rete di reti . E cifre altrettanto rilevanti per Eudora , della < semisconosciuta > Qualcomm ( posta elettronica ) , e per decine e decine di applicazioni afferenti alle funzioni di rete , tutte di ""                                  "
semi_178;MONITOR2017_20;STAMPA;STAMPA;semisconosciuta ;semi;sconosciuto;bonded;sco-no-sciu-to;4;pref_A;adjective;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                             da Â  200 milioni di dollari , opera di due coniugi amanti del bello Fino_a pochi anni fa , in quell ' oasi dell ' arte < semisconosciuta > , arrivavano a malapena cento visitatori al giorno . Per raggiungere il museo di Glenstone , una quarantina di minuti                                
semi_230;MONITOR2017_20;STAMPA;STAMPA;semisconosciuti ;semi;sconosciuto;bonded;sco-no-sciu-to;4;pref_A;adjective;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                               di un Â« esserci stati Â» in un giorno lontanissimo , di un transito fugace in quest ' angolo dell ' universo . Esseri < semisconosciuti > , alcuni dotati di autocoscienza , a volte anche di linguaggio e pensiero astratto . Le loro orme ci ricordano che la                                
semi_237;CORIS1980_2000;PRACC;PRACCRiviste;semisconosciute ;semi;sconosciuto;bonded;sco-no-sciu-to;4;pref_A;adjective;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                                settimana fa , quando la sonda americana <Clementine> ha cartografato le ultime regioni del nostro satellite ancora < semisconosciute > , quelle intorno_ai poli . La navicella avrebbe poi dovuto andare a un appuntamento con l ' asteroide <Geographos> , ma l                            
semi_239;MONITOR2014_16;STAMPA;STAMPA;semi - sconosciuto ;semi;sconosciuto;hyphened;sco-no-sciu-to;4;pref_A;adjective;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                            ottiene un grande successo . Il Narratore Senza Nome invece riesce solo a farsi pubblicare un raccontino su una rivista < semi - sconosciuta > , in cui Julian diventa Cechov e dove compare un doratore del 1863 , in quello che à¨ un vero racconto - nel - racconto . Sta di                      
semi_245;MONITOR2005_07;MISC;MISC;semisconosciuto ;semi;sconosciuto;bonded;sco-no-sciu-to;4;pref_A;adjective;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                       desk della sede di Londra , ha spiegato . Certo , appare difficile che Londra non si sia rivolta a lui per avere notizie sul < semisconosciuto > odontotecnico di Zagarolo . In ogni caso l ' eventuale ruolo di D ' Alema resta sullo sfondo . Il 20 luglio Consorte chiama                          
semi_260;CORIS1980_2000;STAMPA;STAMPAPeriodici;semisconosciuta ;semi;sconosciuto;bonded;sco-no-sciu-to;4;pref_A;adjective;attributive/appositive;relational;maximum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                            al dominio femminile à¨ nata quasi per sbaglio . La vittoria a sorpresa nel ' 90 della 46 enne Mary Robinson , candidata < semisconosciuta > del piccolo partito laburista irlandese , non fu dovuta tanto a nobili pulsioni di politically correct quanto_alla                                   
mezzo_40;CORIS1980_2000;NARRAT;NARRATRacconti;mezzo scoperta ;mezzo;scoperta;debonded;sco-per-ta;3;conv_Vpart;participle_adj;attributive/appositive;body;mimimum_standard;Attenuation;Attenuation_Extension;                            aprà¬ e i due vecchi stettero ad aspettare alla finestra finchà© lo videro nel piazzale che camminava sulla gamba nuova , < mezzo scoperta > dal pantalone tagliato all ' altezza del ginocchio . Sui sassi era pià¹ difficile , come uno che impara ad andare in                                  
semi_98;MONITOR2014_16;NARRAT;NARRAT;semisdraiata ;semi;sdraiato;bonded;sdra-ia-to;3;conv_Vpart;participle_adj;predicative_secundary;spatial;maximum_standard;Proximative;Proximative;"                             violento e ritualizzato ? Oppure si trattava , anche nel_caso delle scarpe e dell ' atteggiamento che stava inscenando < semisdraiata > sulla poltrona bianca del bar , soltanto di una mia proiezione ? Alessandro , per esempio , se ne accorgeva ? "" Secondo te                           "
mezzo_212;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo seccare ;mezzo;seccato;debonded;sec-ca-to;3;conv_Vpart;participle_adj;predicative_secundary;mood;mimimum_standard;Attenuation;Attenuation;                       in mente ? . Non lo so , gli ho detto io . Sono appena arrivato . Nello stesso momento à¨ arrivata la Dalatri , ha detto aOhi < mezza seccata > quando ci ha visti nella sua stanza . Aveva in mano il sacchettone di un negozio di scarpe , scarpe nuove ai piedi fibbiate                          
mezzo_44;MONITOR2001_04;NARRAT;NARRAT;mezzo secco ;mezzo;secco;debonded;sec-co;2;simple;adjective;attributive/appositive;material;maximum_standard;Attenuation;Attenuation_Extension;                           lo osserva dalla finestra e si sente inquieto . La vista di quel bambino gracile e pallido fermo davanti_a quella pianta < mezza secca > , lo mette terribilmente a disagio . Irrazionalmente , decide di scendere e richiamare tutta la marmaglia nelle                                      
mezzo_208;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo secco ;mezzo;secco;debonded;sec-co;2;simple;adjective;attributive/appositive;material;maximum_standard;Proximative;Proximative;                             pianura disseminata di fuochi , cadaveri e carogne di animali . Anche Bucefalo era coperto di una fanghiglia sanguigna < mezza secca > che gli dava il colore spettrale di un ' apparizione da incubo . I suoi compagni gli cavalcavano al fianco e dietro                                  
mezzo_263;CORIS1980_2000;NARRAT;NARRATTrRacconti;mezzo secco ;mezzo;secco;debonded;sec-co;2;simple;adjective;attributive/appositive;material;maximum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                   che si stava bene ! C ' era di tutto un po ' : bastoncini di liquirizia , pezzi di biscotto , un pezzetto di lenza , un lombrico < mezzo secco > , due caccole , un biglietto per il cinema , la stagnola della gomma da masticare , qualche granello di sabbia , un po ' di                          
semi_82;CORIS1980_2000;EPHEM;EPHEMIstruzioni;semiseduta ;semi;seduto;bonded;se-du-to;3;conv_Vpart;participle_adj;attributive/appositive;spatial;maximum_standard;Proximative;Proximative;                                        , perchà© talvolta possono provocare fenomeni collaterali . àˆ necessario tenere l ' infortunato in posizione < semiseduta > per agevolare la respirazione , cercare di tranquillizzarlo il pià¹ possibile e , se à¨ presente dell ' ossigeno ,                                     
semi_248;CORIS1980_2000;STAMPA;STAMPASupplementi;semiseduta ;semi;seduto;bonded;se-du-to;3;conv_Vpart;participle_adj;attributive/appositive;spatial;maximum_standard;Proximative;Proximative;                           . Leggere a letto , poi , costringe di solito il nostro collo a posizioni scomode : per aiutarlo , trovate una posizione < semiseduta > aiutandovi con cuscini posizionati all ' altezza dei reni e del collo . Possono essere utili supporti ortopedici come                                
semi_189;MONITOR2005_07;NARRAT;NARRAT;semiselvatico ;semi;selvatico;bonded;sel-va-ti-co;4;suff_N;adjective;attributive/appositive;behaviour;non-scalar;KinCategorization;KinCategorization;"                          , tenente , e non spari . Un colpo in testa con il calcio . "" Tre bestie di grossa taglia , che sopravvivevano allo stato < semiselvatico > nell ' immensa costruzione , si precipitarono ululando verso i poliziotti ben prima_che avessero potuto raggiungere                                  "
semi_243;CORIS1980_2000;NARRAT;NARRATRomanzi;semisepolta ;semi;sepolto;bonded;se-pol-to;3;conv_Vpart;participle_adj;attributive/appositive;spatial;maximum_standard;Attenuation;Attenuation_Extension;                             Ipermercato agli appartamenti simmetrici , dove sarebbero state scartate e consumate . D ' estate , quando la galleria < semisepolta > garantiva un po ' di fresco rispetto_alla calura esterna , a Tizio piaceva pedalare sottoterra con la scusa del fresco                               
